barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
8906015742367,BCOOL Kiwi Jam,BCOOL,"Sugar, kiwi pulp, acidity regulator (INS 330), preservative (INS 211), colour (INS 122)",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8906015742367,BCOOL Kiwi Jam,BCOOL,"Sugar, kiwi pulp, acidity regulator (INS 330), preservative (INS 211), colour (INS 122)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8906015742350,BCOOL Apricot Jam,BCOOL,"Sugar, apricot pulp, acidity regulator (INS 330), preservative (INS 211), colour (INS 122)",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8906015742350,BCOOL Apricot Jam,BCOOL,"Sugar, apricot pulp, acidity regulator (INS 330), preservative (INS 211), colour (INS 122)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
28400090896,Nacho Cheese,Doritos,"Corn, vegetable oil (corn, canola, soybean, and/or sunflower oil), corn maltodextrin, and less than 2% of cheddar cheese (milk, cheese cultures, salt, enzymes), salt, whey, monosodium glutamate, buttermilk, romano cheese (milk, cheese cultures, salt, enzymes), whey protein concentrate, onion powder, potassium salt, corn flour, natural & artificial flavors, dextrose, tomato powder, lactose, spices, artificial color (yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
28400090896,Nacho Cheese,Doritos,"Corn, vegetable oil (corn, canola, soybean, and/or sunflower oil), corn maltodextrin, and less than 2% of cheddar cheese (milk, cheese cultures, salt, enzymes), salt, whey, monosodium glutamate, buttermilk, romano cheese (milk, cheese cultures, salt, enzymes), whey protein concentrate, onion powder, potassium salt, corn flour, natural & artificial flavors, dextrose, tomato powder, lactose, spices, artificial color (yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
28400090896,Nacho Cheese,Doritos,"Corn, vegetable oil (corn, canola, soybean, and/or sunflower oil), corn maltodextrin, and less than 2% of cheddar cheese (milk, cheese cultures, salt, enzymes), salt, whey, monosodium glutamate, buttermilk, romano cheese (milk, cheese cultures, salt, enzymes), whey protein concentrate, onion powder, potassium salt, corn flour, natural & artificial flavors, dextrose, tomato powder, lactose, spices, artificial color (yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
28400090896,Nacho Cheese,Doritos,"Corn, vegetable oil (corn, canola, soybean, and/or sunflower oil), corn maltodextrin, and less than 2% of cheddar cheese (milk, cheese cultures, salt, enzymes), salt, whey, monosodium glutamate, buttermilk, romano cheese (milk, cheese cultures, salt, enzymes), whey protein concentrate, onion powder, potassium salt, corn flour, natural & artificial flavors, dextrose, tomato powder, lactose, spices, artificial color (yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
78000023756,Fruit Punch Flavored Energy Drink Lemon,Venom/Pepsi,"Carbonated water, corn syrup, glucose, citric acid, maltodextrin, taurine, sodium citrate, l-carnitine, inositol, caffeine, sodium benzoate (preservative), potassium sorbate (preservative), niacinamide (vitamin b3), natural flavors, sucralose, red 40, ginseng extract, pyridoxine hydrochloride (vitamin b6), guarana extract, riboflavin (vitamin b2), cyanocobalamin (vitamin b12)",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
78000023756,Fruit Punch Flavored Energy Drink Lemon,Venom/Pepsi,"Carbonated water, corn syrup, glucose, citric acid, maltodextrin, taurine, sodium citrate, l-carnitine, inositol, caffeine, sodium benzoate (preservative), potassium sorbate (preservative), niacinamide (vitamin b3), natural flavors, sucralose, red 40, ginseng extract, pyridoxine hydrochloride (vitamin b6), guarana extract, riboflavin (vitamin b2), cyanocobalamin (vitamin b12)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
78000023756,Fruit Punch Flavored Energy Drink Lemon,Venom/Pepsi,"Carbonated water, corn syrup, glucose, citric acid, maltodextrin, taurine, sodium citrate, l-carnitine, inositol, caffeine, sodium benzoate (preservative), potassium sorbate (preservative), niacinamide (vitamin b3), natural flavors, sucralose, red 40, ginseng extract, pyridoxine hydrochloride (vitamin b6), guarana extract, riboflavin (vitamin b2), cyanocobalamin (vitamin b12)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
54490123,Coca-Cola,Coca-Cola,"Water, sugar, carbonic acid, dye e150d, acidifier phosphoric acid, natural flavor, flavor caffeine",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
52018329,Pepsi,Pepsi,"Boisson gazeuse rafraîchissante aux extraits végétaux. Ingrédients: eau gazéifiée, sucre, colorant (caramel e150d), acidifiant (acide phosphorique), arômes (dont extraits végétaux et caféine)",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
28400655552,Doritos Dinamita,Doritos,"Corn, vegetable oil (corn, canola, and/or sunflower oil), and 2% or less of the following: maltodextrin (made from corn), salt, citric acid, sugar, monosodium glutamate, artificial color (red 40 lake, yellow 6 lake), hydrolyzed corn gluten, yeast extract, sodium diacetate, cheddar cheese (milk, cheese cultures, salt, enzymes), modified corn starch, natural flavor, onion powder, whey, corn syrup solids, garlic powder, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), buttermilk, whey protein concentrate, disodium inosinate, and disodium guanylate",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
28400655552,Doritos Dinamita,Doritos,"Corn, vegetable oil (corn, canola, and/or sunflower oil), and 2% or less of the following: maltodextrin (made from corn), salt, citric acid, sugar, monosodium glutamate, artificial color (red 40 lake, yellow 6 lake), hydrolyzed corn gluten, yeast extract, sodium diacetate, cheddar cheese (milk, cheese cultures, salt, enzymes), modified corn starch, natural flavor, onion powder, whey, corn syrup solids, garlic powder, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), buttermilk, whey protein concentrate, disodium inosinate, and disodium guanylate",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
28400655552,Doritos Dinamita,Doritos,"Corn, vegetable oil (corn, canola, and/or sunflower oil), and 2% or less of the following: maltodextrin (made from corn), salt, citric acid, sugar, monosodium glutamate, artificial color (red 40 lake, yellow 6 lake), hydrolyzed corn gluten, yeast extract, sodium diacetate, cheddar cheese (milk, cheese cultures, salt, enzymes), modified corn starch, natural flavor, onion powder, whey, corn syrup solids, garlic powder, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), buttermilk, whey protein concentrate, disodium inosinate, and disodium guanylate",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
5449000265098,Coca-Cola Energy,Coca-Cola,"Carbonated water, sugar, dextrose, colour (e150d), acid (e338), caffeine (0.03%), preservatives (e211, e202), natural flavourings, vitamins (niacin (b3) and b6), guarana extract (0.001%)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
5449000265098,Coca-Cola Energy,Coca-Cola,"Carbonated water, sugar, dextrose, colour (e150d), acid (e338), caffeine (0.03%), preservatives (e211, e202), natural flavourings, vitamins (niacin (b3) and b6), guarana extract (0.001%)",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
5449000265098,Coca-Cola Energy,Coca-Cola,"Carbonated water, sugar, dextrose, colour (e150d), acid (e338), caffeine (0.03%), preservatives (e211, e202), natural flavourings, vitamins (niacin (b3) and b6), guarana extract (0.001%)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
28400415309,Doritos Spicy Nacho,Doritos,"Corn, vegetable oil (sunflower, corn, and/or canola oil), maltodextrin (made from corn), salt, whey, monosodium glutamate, buttermilk, romano cheese (cow's milk, cheese cultures, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), corn starch, onion powder, garlic powder, dextrose, natural and artificial flavor, spices, lactose, sodium caseinate, artificial color (including yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
28400415309,Doritos Spicy Nacho,Doritos,"Corn, vegetable oil (sunflower, corn, and/or canola oil), maltodextrin (made from corn), salt, whey, monosodium glutamate, buttermilk, romano cheese (cow's milk, cheese cultures, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), corn starch, onion powder, garlic powder, dextrose, natural and artificial flavor, spices, lactose, sodium caseinate, artificial color (including yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
28400415309,Doritos Spicy Nacho,Doritos,"Corn, vegetable oil (sunflower, corn, and/or canola oil), maltodextrin (made from corn), salt, whey, monosodium glutamate, buttermilk, romano cheese (cow's milk, cheese cultures, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), corn starch, onion powder, garlic powder, dextrose, natural and artificial flavor, spices, lactose, sodium caseinate, artificial color (including yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
28400415309,Doritos Spicy Nacho,Doritos,"Corn, vegetable oil (sunflower, corn, and/or canola oil), maltodextrin (made from corn), salt, whey, monosodium glutamate, buttermilk, romano cheese (cow's milk, cheese cultures, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), corn starch, onion powder, garlic powder, dextrose, natural and artificial flavor, spices, lactose, sodium caseinate, artificial color (including yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell peppers, disodium inosinate, and disodium guanylate",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
5449000265104,Coca-Cola Energy No Sugar,The Coca-Cola Company,"Sparkling water, acids (citric acid, phosphoric acid), natural flavourings, colour (caramel e150d), acidity regulator (sodium bicarbonate), sweeteners (acesulfame k, sucralose), caffeine (0.03%); preservatives (sodium benzoate, potassium sorbate), vitamins (niacin (b3), vitamin b6), guarana extract (0.001%)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
5449000265104,Coca-Cola Energy No Sugar,The Coca-Cola Company,"Sparkling water, acids (citric acid, phosphoric acid), natural flavourings, colour (caramel e150d), acidity regulator (sodium bicarbonate), sweeteners (acesulfame k, sucralose), caffeine (0.03%); preservatives (sodium benzoate, potassium sorbate), vitamins (niacin (b3), vitamin b6), guarana extract (0.001%)",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
5449000265104,Coca-Cola Energy No Sugar,The Coca-Cola Company,"Sparkling water, acids (citric acid, phosphoric acid), natural flavourings, colour (caramel e150d), acidity regulator (sodium bicarbonate), sweeteners (acesulfame k, sucralose), caffeine (0.03%); preservatives (sodium benzoate, potassium sorbate), vitamins (niacin (b3), vitamin b6), guarana extract (0.001%)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
38000291906,Protein Meal Bars,Kellogg's,"Soy protein isolate, sugar, soluble corn fiber, vegetable oil (palm and palm kernel oil with sorbitan tristearate, soybean and palm oil with tbhq for freshness), peanut butter (peanuts), fructose, inulin, corn syrup, dextrose, cocoa processed with alkali, rice, whole grain wheat, water, contains 2% or less of vegetable glycerin, sorbitol, salt, wheat bran, peanut oil, natural flavors, soluble wheat fiber, whey, soy lecithin, malt flavor, sesame seed oil, bht for freshness, almond flour. Vitamins and minerals: calcium carbonate, vitamin c (ascorbic acid), vitamin e, niacinamide, zinc oxide, reduced iron, vitamin b6, vitamin b1, vitamin b2, vitamin a palmitate, vitamin b12, folic acid, vitamin d3",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
38000291906,Protein Meal Bars,Kellogg's,"Soy protein isolate, sugar, soluble corn fiber, vegetable oil (palm and palm kernel oil with sorbitan tristearate, soybean and palm oil with tbhq for freshness), peanut butter (peanuts), fructose, inulin, corn syrup, dextrose, cocoa processed with alkali, rice, whole grain wheat, water, contains 2% or less of vegetable glycerin, sorbitol, salt, wheat bran, peanut oil, natural flavors, soluble wheat fiber, whey, soy lecithin, malt flavor, sesame seed oil, bht for freshness, almond flour. Vitamins and minerals: calcium carbonate, vitamin c (ascorbic acid), vitamin e, niacinamide, zinc oxide, reduced iron, vitamin b6, vitamin b1, vitamin b2, vitamin a palmitate, vitamin b12, folic acid, vitamin d3",INS 321 / E321,BHT (Butylated Hydroxytoluene),Synthetic Phenolic Antioxidant,AUTHORISED (ADI 0.25 mg/kg bw/day) | GRAS for specified food uses | PERMITTED in specified categories,"High-dose rodent studies demonstrate hepatic enzyme induction, thyroid alterations, and blood coagulation interference. Avoidance in infant diets and low ADI form the basis for cautious evaluation.",PERMITTED under FSSAI MPLs,"Prohibited or avoided in infant food formulations in major jurisdictions; authorised in general foods with ADI (0.25 mg/kg bw/day) in EU, US, India, Japan.",🔴 High Concern
9310015249433,Doritos Mountain Dew,Doritos,"Corn, canola oil, sugar, dextrose, lime juice powder, fructose, flavours, maltodextrin, buttermilk powder (milk), flavour enhancer (621), salt, citrus beverage powder, colours (102, 133, 110, 100), sunflower oil, antioxidants (tocopherols, ascorbic acid, rosemary extract, citric acid). Contains gluten. Contains milk or milk products. Contains soybeans or soybean products",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
5449000017062,Coca Cola Zero Zahăr cu Gust de Portocale și Vanilie,Coca-Cola Company,"Apă, dioxid de carbon, colorant e150d, arome naturale inclusiv cafeină, îndulcitori: ciclamați, acesulfam-k și aspartam, acidifiant acid fosforic, corector de aciditate citrați de sodiu. Conține o sursă de fenilalanină",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
5000328205939,Doritos Chili Heatwave,Doritos,"Corn (maize), vegetable oils (rapeseed, in varying proportions), chilli heatwave flavour (sugar, flavourings (contains soya, wheat), hydrolysed protein, acidity regulators (sodium acetates, citric acid, malic acid), flavour enhancers (monosodium glutamate, disodium 5'-ribonucleotides), onion powder, salt, garlic powder, potassium chloride, soybean, wheat, colour (paprika extract))",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
