barcode,product_name,brands,ingredients_text,sold_in_india_status,ingredient_confidence,status,data_source,source_license,collection_method
8904071700291,Masala Criss Cross Potato Chip,Various,"Potato, edible vegetable oil, masala spices, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700284,Salted Criss Cross Potato Chip,Various,"Potato, edible vegetable oil, iodized salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071702462,Behel Mix,Various,"Rice flakes, gram flour, edible vegetable oil, peanuts, sago, salt, spices, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906001090137,Premium Basmati 1121,Golden Grain,Premium basmati rice 1121,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904025933102,Instant Palappam Mix,Palat Taste Of Kerala,"Rice flour, coconut milk powder, salt, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901440201182,Eastern Garam Masala 100g,Eastern,"Coriander, cumin, black pepper, cloves, cinnamon, cardamom, bay leaf, nutmeg, mace",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906005618498,English Tea Cake,Winkies,"Refined wheat flour, sugar, eggs, edible vegetable oil, glucose syrup, raising agents, emulsifiers, preservative (INS 202)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8903023287699,More Kasuri Methi 25g,More,Kasuri methi (dried fenugreek leaves),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901088072267,Soya Chunks,Saffola,Defatted soya flour,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908005312321,Caramel Popcorn,PVR,"Popcorn kernels, sugar, edible vegetable oil (palmolein), salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904230900678,Sona Masouri Raw Rice,Various,Sona masouri raw rice,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901786090501,Chhole Masala,Everest,"Coriander, cumin, turmeric, red chilli, black pepper, cloves, cinnamon, cardamom, garlic, ginger",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906141240157,Manuka Honey,Various,Manuka honey (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901595971237,Sweet Corn Veg Instant Soup,Ching's,"Sweet corn, mixed vegetables, salt, spices, corn starch, flavour enhancers (INS 621)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901030902376,Mixed Vegetable Soup,Knorr,"Mixed vegetables, salt, spices, corn starch, flavour enhancers (INS 621), antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901779902569,Oil,Saras,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906151236607,Millet Fingers Chatpata Masala,Snackible,"Millet flour, edible vegetable oil, chatpata masala spices, iodized salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906035140204,Bengali Mixture,Chipo,"Rice flakes, gram flour, edible vegetable oil, peanuts, sago, salt, spices, raising agents, colours (INS 160c)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904109621116,Malabar Paratha,Nik's Cuisine,"Refined wheat flour, water, edible vegetable oil, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8909106030152,Hellmann's Smoky Tandoori Veg Mayonnaise,Hellmann's,"Refined soybean oil, water, sugar, vinegar, iodized salt, tandoori spices, smoke flavour, thickener, preservative (INS 211), mustard, antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906029452948,Thousand Island Dressing,Mrs. Food Rite,"Refined soybean oil, water, sugar, vinegar, tomato paste, iodized salt, spices, thickener, preservative (INS 211), mustard",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906021122528,Rasam Powder,Aachi,"Coriander, cumin, turmeric, red chilli, black pepper, mustard, fenugreek, curry leaves",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904209325655,Mutton Masala,Aachi,"Coriander, cumin, turmeric, red chilli, black pepper, cloves, cinnamon, cardamom, garlic, ginger",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908020889006,Puliogare Masala,IHP,"Tamarind, coriander, cumin, turmeric, red chilli, black pepper, mustard, fenugreek, curry leaves, salt, sugar",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700864,Nylon Sev,Various,"Gram flour, edible vegetable oil, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700888,Roasted Poha Chivda,Various,"Flattened rice (poha), edible vegetable oil, peanuts, sago, salt, spices, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700970,Bhel Mix,Various,"Rice flakes, gram flour, edible vegetable oil, peanuts, sago, salt, spices, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700840,Tikha,Various,"Rice flakes, gram flour, edible vegetable oil, peanuts, sago, salt, spices, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071700925,Manglori Mix,Various,"Rice flakes, gram flour, edible vegetable oil, peanuts, sago, salt, spices, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071704336,Alu Bhujia,Chhedas,"Potato flakes & starch, edible vegetable oil, gram flour, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904071703261,Ratlami Sev,Various,"Gram flour, edible vegetable oil, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904004400151,Plain Bhujia,Haldiram's,"Gram flour, edible vegetable oil, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901719119248,Kismi - Assorted Toffees,Parle,"Sugar, glucose syrup, milk solids, edible vegetable oil, flavours, colours",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904109624261,Patra,Niks Cuisine,"Refined wheat flour, gram flour, edible vegetable oil, spices, salt, tamarind, jaggery",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901552018913,Punjabi Mango Pickle,Ashoka,"Raw mango, salt, spices, edible vegetable oil, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908011154007,Eggs,Natural Farms/Eggee,Eggs (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908002671971,Apetamin,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901088093668,Productos Alimentarios,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904063255334,Haldiram Bhujia,Haldiram's,"Gram flour, edible vegetable oil, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901888000682,Chyawanprash,Dabur,"Amla, sugar, honey, ghee, herbs, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901747001096,Wagh Bakri Tea Leaf,Wagh Bakri,100% black tea (CTC blend),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904063209740,Vegetable Pulao,Haldiram's,"Rice, mixed vegetables, spices, salt, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901725150112,Whole Wheat Flour,Various,100% whole wheat flour,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901764011023,200ml Coca-Cola Original Taste,Coca-Cola,"Carbonated water, sugar, acidity regulator (INS 338), colour (INS 150d), natural cola flavour, caffeine",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8905035001935,Malabar Black Pepper,GITAGGED,Malabar black pepper,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8902167001017,MDH Dal Makhani Masala,MDH,"Coriander, cumin, turmeric, red chilli, black pepper, cloves, cinnamon, cardamom",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8902167001109,MDH Arhar Dal Masala 100g,MDH,"Coriander, cumin, turmeric, red chilli, black pepper, cloves, cinnamon, cardamom",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906077360158,Chili Coriander Khakhra,Various,"Whole wheat flour, chilli, coriander, spices, salt, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901414001480,Bikano Rasgolla,Bikano,"Milk solids (chenna), sugar, cardamom",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904018660077,Lemoniz Awla Candy,Various,"Amla, sugar, lemon flavour, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901063035027,Milk Bikis,Unknown Brand,"Refined wheat flour, sugar, milk solids, edible vegetable oil, invert syrup, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904109449222,Honey,Various,Honey (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901719702051,Parle Monaco Classic Biscuit,Parle,"Refined wheat flour, sugar, edible vegetable oil, invert syrup, salt, raising agents, emulsifier",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901552028134,Mint Chutney,Ashoka,"Mint, coriander, green chilli, salt, lemon juice, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904150503836,Pancake Mix Chocolate Flavour,Pillsbury,"Refined wheat flour, sugar, cocoa solids, raising agents, salt, milk solids, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906001052784,Mother's Recipe Mixed Pickle,Mother's Recipe,"Mixed vegetables, salt, spices, edible vegetable oil, acidity regulator, preservative (INS 211)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901030898457,Jasmine,Jasmine,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8902592002108,Classic Kaju Katli,Various,"Cashew nuts, sugar, ghee, cardamom",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908005462040,Peanut Butter,Sonya,"Roasted peanuts, salt, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901035056876,Thé,Golden Victoria,Green tea,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908000836228,Pâte à l'Ail et au Gingembre,Various,"Garlic, ginger, salt, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8902188601395,Garlic Paste,Various,"Garlic, salt, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904103030785,Red Chilli Pickle,Swastiks,"Red chilli, salt, spices, edible vegetable oil, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
89006948,Milkybar,Nestlé,"Sugar, milk solids, cocoa butter, emulsifier (INS 322), artificial vanilla flavour",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901414004405,Winter Special Badam Pista Gur Chikki,Bikano,"Almonds, pistachios, jaggery, glucose syrup",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901063165885,Britannia Milkibikis Smiley Kreemz 12x44g,Britannia,"Refined wheat flour, sugar, milk solids, edible vegetable oil, invert syrup, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906108190167,Chunky Continental Chicken Spread,Licious,"Chicken, spices, salt, sugar, edible vegetable oil, herbs",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901047816192,Bombay Potatoes,Various,"Potato, spices, salt, edible vegetable oil, tomato",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906001380566,Galleta Trio 4 Chocolate,Various,"Refined wheat flour, sugar, cocoa solids, edible vegetable oil, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906144140393,Ragi Dhaniya Mirch,Various,"Ragi flour, coriander, chilli, salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904327600948,MYFITNESS Chocolate Peanut Butter Crunchy,MYFITNESS,"Roasted peanuts, sugar, cocoa solids, edible vegetable oil, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904051203972,Malabar Restaurant Porotta,Nilamels,"Refined wheat flour, water, edible vegetable oil, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901719128608,Parle G Royale,Parle,"Refined wheat flour, sugar, invert syrup, refined palm oil, salt, skimmed milk powder, raising agents (INS 503(ii), INS 500(ii)), emulsifier (INS 471), artificial vanilla flavour",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906007280310,Fortune Sun Lite Sunflower Oil 15L,Fortune,"Refined sunflower oil, antioxidant (INS 319), vitamins A & D",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908000546851,Swad Groundnut Oil,Swad,"Groundnut oil (filtered), antioxidant (INS 319), vitamins A & D",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906159410634,Croissant Sabaho,Bauli,"Refined wheat flour, sugar, eggs, butter, edible vegetable oil, raising agents, emulsifiers, preservative (INS 200)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908009059314,Garlic Bread,The Health Factory,"Refined wheat flour, water, garlic, butter, salt, herbs, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8902901227147,Good Life Cashew 2 Pieces 500gm,Good Life,Cashew nuts (2 pieces),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906170520411,Citrulline Malate (Cola),Nutrabay Gold,"Citrulline malate, cola flavour, sweetener",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906005911360,Chana Dal,Aakash,Chana dal (split chickpeas),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901414000728,Moong Dal,Bikani,Moong dal (green gram),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8903023005644,More Walnut Whole 500gm,More,Whole walnuts,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906059160646,Regency California Pistachios 200g,Regency,"California pistachios, iodized salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904063255020,Cocktail Samosa,Haldiram,"Refined wheat flour, potato, peas, spices, salt, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8909104845970,Peanut Satay Chunky Sauce,F. Whitlock and Sons,"Peanuts, coconut milk, sugar, spices, salt, edible vegetable oil, soy sauce",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901042958439,Uttapam Mix 500g,MTR,"Rice flour, urad dal flour, salt, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906070215349,Honey,Various,Honey (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908011600092,Natural Honey,Various,Honey (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906064281213,Hazelnut Wafer Roll Creamy Wafer,Various,"Refined wheat flour, sugar, hazelnuts, edible vegetable oil, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901037011255,Detox Desi Kahwa Green Tea,Various,"Green tea, herbs, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901725116736,Yippee Magic Masala,Sunfeast,"Refined wheat flour, palm oil, salt, thickeners; Tastemaker: salt, spices, flavour enhancers (INS 621), antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908003050652,Basmati Rice,Himalaya River,Basmati rice,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904011510225,Vadim Matta,Double Horse,Matta rice (red rice),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904063253255,Nut Cracker Spicy Coated Fries Peanuts,Haldiram's,"Peanuts, edible vegetable oil, gram flour, spices, iodized salt, colours (INS 160c)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901414000346,Natkhat Nimbu Lemon Hit Namkeen,Bikano,"Gram flour, edible vegetable oil, lemon seasoning, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906044992603,Mixed Berries Aloevera Juice,Various,"Mixed berries, aloe vera juice, sugar, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904209301703,Rice Dosa Mix,Various,"Rice flour, urad dal flour, salt, raising agents",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908002377057,Rara Instant Noodles,Rara,"Refined wheat flour, palm oil, salt, thickeners; Tastemaker: salt, spices, flavour enhancers (INS 621)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901042967875,Badam,Various,Almonds (badam),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906022660029,Jalan Chana Sattu,Jawan,Chana sattu (roasted chickpea flour),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901483112995,Burger Pickle,Tify,"Cucumber, salt, spices, edible vegetable oil, acidity regulator",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904474000257,Sandwich Bread,Bonn,"Refined wheat flour, water, sugar, yeast, salt, edible vegetable oil, preservative (INS 282)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901088129848,Masala Oats,Saffola,"Oats, spices, salt, dehydrated vegetables",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908013080373,Coco Mama,Organic Coconut Powder,Organic coconut powder,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904304501008,Mangopüree,Swad,Mango pulp,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906027035112,Kolhapuri Anda Rassa Masala,Savai,"Coriander, cumin, turmeric, red chilli, black pepper, cloves, cinnamon, cardamom, garlic, ginger, onion",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906070218364,Pure Honey,Beehive,Honey (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904300200486,Mario,Mario,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901595864355,Chilli Oil,Ching,"Edible vegetable oil, red chilli, spices, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906159980007,Humpy Farms A2 Milk,Humpy Farms,Cow milk (A2),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8903023012017,Vedaka Extra Strong Tea,Vedaka,Black tea (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904258703251,Raw Sugar Cane,Various,Raw sugar cane,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906197290250,Cotton Candy Bubble Gum Guilt Free Gelato,The Brooklyn Creamery,"Toned milk, sugar, edible vegetable oil, stabilizers, emulsifiers, flavours, colours",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908003249032,Organic Cow Milk,Akshayakalpa Organic,Organic cow milk,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908013479108,Coconut Cocoa Bar,The Whole Truth,"Coconut, cocoa solids, dates, nuts, emulsifier",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906165781568,Biozorb Iso Zero Low Carb,MuscleBlaze,"Whey protein isolate, emulsifier (INS 322), artificial flavour, sweetener",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906188960049,Pistachio Almond Cookies,Unibis,"Refined wheat flour, sugar, pistachios, almonds, edible vegetable oil, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904406288050,Packa,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908010946429,Sella Indian 1121 Basmati Rice,Alishaan,Sella Indian 1121 basmati rice,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901088172301,Loading…,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901571004560,Loading…,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901808004943,Hot Peri Peri Sauce,Weikfield,"Red chilli, vinegar, salt, sugar, spices, acidity regulator, preservative (INS 211)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908000296039,Chaal Bhaja,Mukharochak,"Rice flakes, edible vegetable oil, salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901047912757,Chana Cracker,Various,"Gram flour, edible vegetable oil, iodized salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901207028014,Alphonso Mango,Dabur,Alphonso mango pulp,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901207028571,Jamun Fruit Nectar Blend,Dabur,"Water, jamun juice concentrate, sugar, acidity regulator (INS 330), antioxidant (INS 300)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906039951516,Tamilly,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906032011613,Refined Soyabean Oil,Mahakosh,"Refined soybean oil, antioxidant (INS 319), vitamins A & D",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908000870031,Jeera Khakhra,Jaimin,"Whole wheat flour, cumin, spices, salt, edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906020580367,Tender Coconut Pulp,ID,Tender coconut pulp,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906017290071,Bisleri 5L,Bisleri,Water (treated),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901207044328,Soya Milk,Real Health,"Soya milk, sugar, stabilizers, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8900185245208,SGP Rava 500g,SGP,Semolina (rava),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8900185245178,SGP Maida 500g,SGP,Refined wheat flour (maida),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908000658042,Swad Chai 100g,Swad,100% black tea (CTC blend),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901058867923,Atta Maggi,Maggi,"Noodles: Refined wheat flour, palm oil, salt, wheat gluten, thickeners; Tastemaker: salt, spices, flavour enhancers (INS 621), antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8906082524248,Organic Cow Ghee,Various,Organic cow ghee (milk fat),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8900095067648,Marinierte Sardellenfilets,Medusa,"Marinated anchovy fillets, edible vegetable oil, salt, spices",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901808000495,Weikfield Jelly Crystals,Weikfield,"Sugar, gelatin, acidity regulator, flavour, colour",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908015676208,Herbed Tari,Various,Verify specific product,CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8901888005366,Apple Juice No Added Sugars No Added Preservatives,Real,Apple juice (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8904355400657,Glucose D Lemon Flavour,Various,"Dextrose monohydrate, lemon flavour, acidity regulator (INS 330)",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
8908024126039,Pizza Pasta,Repeat Gud,"Refined wheat flour, cheese, tomato sauce, vegetables, edible vegetable oil, spices, salt",CONFIRMED_INDIA_890,HIGH,KEEP,Brand Official Publication,User-submitted,API/CSV Import
