barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason
8901725100117,B Natural Guava Juice 1ltr,,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
4796001651513,Happydent white,Happydent,"Snacks, Sweet snacks, Confectioneries, Chewing gum",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901030831706,Mixed Fruit Jam,"Hindustan Unilever Limited, Kissan",,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906002004430,Veg mayonnaise,Dr. Oetker,"Condiments, Sauces, Vegetarian sauces, Mayonnaises, Vegan sauces, Egg-free mayonnaises",CAT_10,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906077360400,Bombay Puri,Jaimin,"Snacks, Puri",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901014003181,top ramn,"Nissin,Top Ramen","Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8908009419774,Savoriz,Bauli,"Plant-based foods and beverages, Snacks, Sweet snacks, Viennoiseries, Filled croissants, Puff roll",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
8901595863044,Schezwan Chutney,Ching's Secret,Sauce,CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901030831690,kissan mixed fruit jam,kissan,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Tropical fruit jams",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901512144706,Peanut Butter Regular Creamy,Sundrop,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8908005144168,Protien bar,Yoga bar,Protein Energy Bars,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901014004744,Cup Noodles Mazedaar Masala,Nissin,"Noodles,Instant noodles",Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901030846304,Cadbury Crackle,Hindustan Unilever limited,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream tubs, Chocolate ice cream tubs",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906080602689,Paper boat mixed fruit medley 750ml pet,,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8904004410617,Orange Burfee,Haldiram's,Sweets desserts,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901030834820,Kwality x Wall's Desi Twist Creamy Kulfi,Kwality x Wall's,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, en:ice-cream-tubs",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901063363748,CAKE 100% VEG Gobbles fruity fun,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Soft fruit cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906069400619,veeba white pasta dressing,Veeba,"Pasta dressing, Sause",CAT_06,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901652140620,Puff,PRIYAGOLD,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901652140620,Puff,PRIYAGOLD,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages",CAT_15,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901652140620,Puff,PRIYAGOLD,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906007280242,refined sunflower oil,fortune,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Sunflower seeds and their products,Sunflower oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901207046599,Mustard oil,Dabur,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063365087,Brit 100% veg cake,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Bars, Cakes, en:confectioneries",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8908014480073,Bovonto,NL KALIS SPARKLING WATER,Carbonated drinks,CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8908014480073,Bovonto,NL KALIS SPARKLING WATER,Carbonated drinks,CAT_14,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901014004935,spiced chunky chicken,cup noodles,"Plant-based foods and beverages, Plant-based foods, Meats and their products, Meals, Meats, Dried products, Pastas, Dried products to be rehydrated, Meals with meat, Noodles, Poultries, Instant noodles, Poultry meals, Instant noodle soups, Meals with chicken",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901491001021,Classic Salted,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901037255024,Girnar,Girnar,Tea chai,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906032018506,Doodh Biscuits,Patanjali,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063363977,BRITANNIA Cake Gobbles Fruity Fun,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901262071086,Dark Passion Coated Wafer Layers,Amul,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
8901014004942,Cup Noodles Spiced Chicken,Nissin,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063029262,Jim jam92 g,Britannia,Biscuit (cookie) snack w chocolate filling,CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906008811902,Pro Immunity Multi-source Edible Oil,Fortune,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fats, Cereals and their products, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Cereal oils, Sunflower oils, Rice bran oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906029450081,Eggless Mayonnaise,Mrs. Food rite,"Condiments, Sauces, Mayonnaises",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063363960,Brittania Gobbles Chocolate Cake,Brittania,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes, Chocolate soft cake",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901063029255,Jimjam 57g (57),Britannia,Biscuits,CAT_07,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8904083302100,Fruit Yogurt Blueberry,Milky Mist,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",CAT_01,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901393019469,Happydent wave,Unknown Brand,"Snacks, Sweet snacks, Confectioneries, Chewing gum, en:sugar-free-chewing-gum",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901088034593,SAFOLA ACTIVE - MULTI-SOURCE EDIBLE OIL,Saffola,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Cereals and potatoes,Fats,Cereals and their products,Vegetable fats,Vegetable oils,Cereal oils,Legume oils,Rice bran oils,Soybean oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901088002530,Tasty+,Saffola,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Fats,Cereals and their products,Vegetable fats,Vegetable oils,Cereal oils,Refined cereal oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8904132912847,Masala noodles,Snactac,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063363786,Gobbles Orange Bites cake,Britannia,"Snacks,Sweet snacks,Cakes",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901014004843,cup noodles veggi manchow,Nissin,"Spices,Noodles,Instant noodles",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906010261078,Refined Sunflower Oil,Gold winner kaleesuwari,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Sunflower seeds and their products,Sunflower oils,Refined sunflower oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8908002396010,Refined Sunflower Oil,Mr. GOLD,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901030851070,Kissan Jam,Kissan,Jams,CAT_04,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901030922787,Mixed Fruit Jam,Kissan,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Mixed fruit jams",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906125980239,Butter Popcorn,4700BC,"Snacks, Popcorn",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906004620751,Refined Ricebran Oil,Dhara Life,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Fats,Cereals and their products,Vegetable fats,Vegetable oils,Cereal oils,Rice bran oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906021123266,Mixed Fruit Jam,Aachi,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Mixed fruit jams",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906069401746,Eggless Mayonnaise Chef's Special,Veeba Favourites,"Eggless Mayonnaise, en:mayonnaises",CAT_10,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063029286,Jimjam 460g,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0041102177191,Cassatta,Amul,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",CAT_03,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0041102177191,Cassatta,Amul,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901512540409,chilli surprise,ACT II,"Snacks,Popcorn",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063029316,brittania Jimjam pops,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901262176477,Mawa Malai Kulfi,Amul,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream bars",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901014000166,Geki - Hot & Spicy,Nissin,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, en:appetizers",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
4906426980222,instant popcorn,4700BC,"Snacks, Popcorn, Instant popcorn",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901262178365,Black Currant Tri Cone,Amul,"Black currant ice cream cone, en:ice-creams",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906017862520,Burst,Bisk Farm,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wafers",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906032018513,Doodh Biscuits,Patanjali,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8904089313964,Blockbuster Mango magic,Havmor,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901063029309,Jimjam Pops,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuits/Cookies (Shelf Stable), Cream biscuit",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901719128288,Parle,Parle,Snacks,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906032019787,Marie biscut,Patanjali,"snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers, wheat-crackers",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901689010019,MIXED FRUIT Jam,MALA'S,Food,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906007280280,Fortune Refined Sunflower Oil,Fortune,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Sunflower oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901512910608,Milk Multigrain Popz,Sundrop,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0890600200494,Veg Mayonnaise,Dr.Oetker,"Condiments, Sauces, Dips, Mayonnaises",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0890600200876,Veg Mayonnaise For Burger,Dr.Oetker,"Condiments, Sauces, Dips, Mayonnaises",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906005610942,Fruit Cake,Winkies,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Fruit cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906005610942,Fruit Cake,Winkies,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Fruit cakes",CAT_15,Fast Green FCF (E143),Additive (INS/E-Code),"EU, UK","Banned in EU, UK according to additive rulebook. Functional Class: Additive."
8904132958181,Orange Flavoured,Campa,"Beverages, Carbonated drinks, Sweeteners, Sugars",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906080603921,Swing+ Mixed Fruit Medley,Paper Boat,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Fruit juices from concentrate, Multifruit juices, Multifruit juices from concentrate",CAT_14,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8904132922198,Snactac mixed  frui jam,Reliance retail,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Berry jams, en:mixed-fruit-jams",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901063023453,Treat Croissant,Britannia,"Snacks, Sweet snacks, Sweet pastries and pies, Viennoiseries, Filled croissants, Croissant filled with cream",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0793591862460,Kerala Banana Chips,Beyond Snacks,nl:banana-chips,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901014000449,Schezwan Spicy Chilli Sauce Flavour,"Top Ramen,Nissin","Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8908014665258,French Yogurt Strawberry,Mamie Yova,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",CAT_01,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901725100131,B Natural Orange Juice 1ltr tpk,"B Natural,ITC","Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Orange juices, Orange juices with pulp",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8901725105167,B Natural Guava juice,b natural,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901248270847,Refined Soyabean Oil,Emami,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Matières grasses,Matières grasses végétales,Huiles,Huiles de légumineuses,Huile de soja",Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901689031014,Guava Crush,Mala's,"Beverages, Sweetened beverages",CAT_14,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906097549588,Sapphire Poko Loko Lychee Flavoured Juice Drink,Poko Loko,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901725000295,Sunfast glucose 1 kg,Sunfeast,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906002000012,Funfoods Classic Egg Mayonnaise,Dr. Oetker,"Topping sauce for pizza,Toppings",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8904132948181,Campa Orange Flavour 500ml,,"Beverages and beverages preparations,Beverages,Fruit-based beverages,Fruit juices,Orange juices,Orange juices without pulp,Soft-drink",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901071702201,HERSHEY'S EXOTIC DARK,Hershey's,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Filled chocolates",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901014011117,Top Ramen Atta Masala Noodles,"Nissin,Top Ramen","Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906032018810,Patanjali Doodh biscuits,Patanjali,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906002006113,Veg Mayonnaise,Dr. Oetker,Egg-free mayonnaises,CAT_10,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
4906440992867,Alo Frut Guava,Alo Frut,Beverages,CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901262174404,Sundae Gudbud,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901262174404,Sundae Gudbud,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",CAT_03,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
7622201150303,Shots,Cadbury,"Chocolate balls, en:chocolate-candies",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8908005667049,Roasted Makhana,Mix Box Snacks,"Snacks,Roasted Fox nuts,Makhana",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906069400060,Southwest Chipotle Dressing,Veeba,"Burger sauces,Dressings and Dips (Shelf Stable)",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906002004461,Dr Oetker Funfoods Veg Mayonnaise,Dr Oetker Funfoods,Egg-free mayonnaises,CAT_10,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906002521494,Jeera Krunch Biscuits,Raja,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906005611147,winkies fruit cake,winkies,"Snacks,Sweet snacks,Biscuits and cakes,Cakes",CAT_15,Fast Green FCF (E143),Additive (INS/E-Code),"EU, UK","Banned in EU, UK according to additive rulebook. Functional Class: Additive."
8906005611147,winkies fruit cake,winkies,"Snacks,Sweet snacks,Biscuits and cakes,Cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8991102771238,Tango brownies crispy,Tango,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901248270243,Emami Healthy & Tasty Rice Bran Oil,Emami,Cooking oil,CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901512917805,Act II Caramel Bliss,Act II,"Snacks,Snacks sucrés,Popcorn,Popcorn au caramel,en:Caramel-in-popcorn-snacks",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906080604720,Basil Sabja Seeds Mixed Fruit,Paper Boat,Basil seeds drinks,CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901719127144,poppins,Parle,"Snacks,Sweet snacks,Confectioneries,Candies,Hard candies",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
